               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,            0.028319,           0.0049559,          0.00077726,             0.91099,             0.78423,              0.8234,             0.44045,             0.03712,           0.0086974,             0.01111,            0.001486,            0.001486,            0.001486
                  88,            0.027049,           0.0049073,          0.00073309,             0.92469,             0.79247,             0.82264,             0.43336,            0.036558,           0.0088257,            0.011422,            0.001387,            0.001387,            0.001387
                  89,            0.027045,           0.0049982,          0.00064941,             0.92859,             0.79078,             0.82529,             0.42951,            0.036532,           0.0087321,            0.011652,            0.001288,            0.001288,            0.001288
                  90,            0.027288,            0.005243,          0.00062186,             0.91932,              0.7886,             0.81182,             0.42795,            0.037596,           0.0086797,            0.011234,            0.001189,            0.001189,            0.001189
                  91,            0.027719,           0.0049106,            0.000637,             0.93261,             0.76701,             0.81205,             0.43611,             0.03705,           0.0086271,            0.012228,             0.00109,             0.00109,             0.00109
                  92,            0.027644,           0.0048686,          0.00057015,             0.93184,             0.76614,             0.81745,             0.43769,            0.037292,           0.0086979,            0.012647,            0.000991,            0.000991,            0.000991
                  93,             0.02675,           0.0049139,          0.00070503,             0.92052,             0.77167,             0.81609,             0.43446,            0.037015,           0.0086685,            0.013151,            0.000892,            0.000892,            0.000892
                  94,            0.026949,           0.0050254,          0.00058332,             0.91316,             0.77698,             0.81725,             0.43284,            0.036998,           0.0087478,            0.012091,            0.000793,            0.000793,            0.000793
                  95,            0.027181,           0.0048803,          0.00052046,             0.92321,               0.775,             0.81623,              0.4364,            0.037083,           0.0086887,            0.011835,            0.000694,            0.000694,            0.000694
                  96,            0.026158,            0.004971,          0.00053216,             0.92485,             0.76099,             0.80746,             0.43236,            0.036726,           0.0086998,            0.012497,            0.000595,            0.000595,            0.000595
                  97,            0.026588,           0.0049695,          0.00051515,             0.91952,             0.76648,             0.81362,             0.44229,            0.036915,           0.0087125,             0.01309,            0.000496,            0.000496,            0.000496
                  98,            0.026381,           0.0049768,          0.00049169,             0.91727,             0.77156,             0.81783,             0.43754,            0.036818,            0.008691,            0.012807,            0.000397,            0.000397,            0.000397
                  99,            0.025787,           0.0051414,          0.00055549,             0.90708,             0.77158,             0.81146,             0.43741,            0.036749,           0.0086451,            0.012901,            0.000298,            0.000298,            0.000298
